fruit_id,color,length_cm,width_cm,kernel_mass_g,whole_fruit_weight_g,spot_coverage_percent,has_spots,oil_yield_percent,maturity_stage,length_width_ratio,kernel_fruit_ratio,color_encoded
TALISAY_00461,green,4.6,3.06,0.37,37.9,0.0,False,45.0,immature,1.503,0.98,0
TALISAY_01302,yellow,5.22,2.99,0.406,25.0,0.0,False,59.21,mature,1.746,1.62,1
TALISAY_01176,yellow,5.37,4.03,0.654,43.6,0.0,False,58.59,mature,1.333,1.5,1
TALISAY_00377,green,5.75,3.4,0.571,44.4,42.7,True,48.24,immature,1.691,1.29,0
TALISAY_00798,yellow,7.0,5.44,0.832,59.7,0.0,False,59.91,mature,1.287,1.39,1
TALISAY_01102,yellow,7.0,4.38,0.875,51.4,0.0,False,60.78,mature,1.598,1.7,1
TALISAY_00105,green,5.13,3.38,0.47,46.8,39.7,True,46.73,immature,1.518,1.0,0
TALISAY_00126,green,6.32,4.13,0.813,49.4,39.2,True,49.14,immature,1.53,1.65,0
TALISAY_01995,brown,4.85,3.3,0.441,36.5,0.0,False,56.32,fully_ripe,1.47,1.21,2
TALISAY_00838,yellow,5.19,3.16,0.342,25.8,21.0,True,61.34,mature,1.642,1.33,1
TALISAY_00355,green,4.92,3.63,0.499,26.0,29.3,True,49.11,immature,1.355,1.92,0
TALISAY_01616,brown,6.23,4.41,0.71,48.9,0.0,False,55.59,fully_ripe,1.413,1.45,2
TALISAY_00682,yellow,5.27,4.64,0.685,45.4,0.0,False,58.25,mature,1.136,1.51,1
TALISAY_00812,yellow,6.77,5.5,0.768,59.8,0.0,False,60.47,mature,1.231,1.28,1
TALISAY_01680,brown,6.34,4.68,0.803,50.6,0.0,False,57.26,fully_ripe,1.355,1.59,2
TALISAY_00209,green,5.72,5.15,0.751,50.8,42.1,True,48.96,immature,1.111,1.48,0
TALISAY_01492,yellow,4.68,2.9,0.384,24.3,0.0,False,58.74,mature,1.614,1.58,1
TALISAY_00140,green,6.3,4.55,0.791,52.5,0.0,False,47.37,immature,1.385,1.51,0
TALISAY_01974,brown,6.32,4.83,0.739,53.0,0.0,False,58.31,fully_ripe,1.308,1.39,2
TALISAY_01339,yellow,6.68,5.0,0.692,48.1,11.1,True,57.47,mature,1.336,1.44,1
TALISAY_01797,brown,5.49,3.59,0.441,33.7,9.5,True,55.36,fully_ripe,1.529,1.31,2
TALISAY_01574,brown,5.37,2.91,0.552,31.6,17.8,True,54.72,fully_ripe,1.845,1.75,2
TALISAY_01181,yellow,4.7,3.27,0.372,41.3,20.3,True,59.66,mature,1.437,0.9,1
TALISAY_01393,yellow,4.65,3.09,0.498,31.1,0.0,False,58.03,mature,1.505,1.6,1
TALISAY_01815,brown,6.65,4.56,0.761,60.0,0.0,False,56.99,fully_ripe,1.458,1.27,2
TALISAY_00711,yellow,6.63,4.67,0.676,60.0,0.0,False,60.0,mature,1.42,1.13,1
TALISAY_01793,brown,6.13,4.36,0.705,54.7,0.0,False,57.27,fully_ripe,1.406,1.29,2
TALISAY_00892,yellow,6.38,4.0,0.826,57.3,0.0,False,60.51,mature,1.595,1.44,1
TALISAY_00859,yellow,5.04,3.09,0.258,24.8,0.0,False,59.59,mature,1.631,1.04,1
TALISAY_00010,green,6.14,3.91,0.679,50.2,39.0,True,46.55,immature,1.57,1.35,0
TALISAY_01694,brown,6.34,4.26,0.529,45.5,0.0,False,54.62,fully_ripe,1.488,1.16,2
TALISAY_01427,yellow,5.96,4.9,0.897,54.1,0.0,False,61.88,mature,1.216,1.66,1
TALISAY_00282,green,7.0,5.26,0.839,48.8,33.8,True,48.53,immature,1.331,1.72,0
TALISAY_00810,yellow,5.99,4.39,0.556,41.8,0.0,False,56.72,mature,1.364,1.33,1
TALISAY_01341,yellow,5.62,3.81,0.658,41.2,0.0,False,60.46,mature,1.475,1.6,1
TALISAY_00291,green,6.76,4.4,0.877,52.2,21.6,True,48.29,immature,1.536,1.68,0
TALISAY_00754,yellow,6.13,5.28,0.896,60.0,0.0,False,60.8,mature,1.161,1.49,1
TALISAY_00626,yellow,5.76,4.36,0.46,43.8,0.0,False,58.75,mature,1.321,1.05,1
TALISAY_00943,yellow,7.0,4.31,0.78,60.0,0.0,False,60.31,mature,1.624,1.3,1
TALISAY_00861,yellow,6.38,4.86,0.622,44.6,0.0,False,58.26,mature,1.313,1.39,1
TALISAY_00129,green,6.52,4.86,0.602,55.7,17.3,True,49.05,immature,1.342,1.08,0
TALISAY_01175,yellow,5.82,5.26,0.598,41.9,0.0,False,59.3,mature,1.106,1.43,1
TALISAY_00323,green,6.52,5.46,0.883,58.2,0.0,False,48.52,immature,1.194,1.52,0
TALISAY_01090,yellow,5.41,4.01,0.598,43.9,0.0,False,60.34,mature,1.349,1.36,1
TALISAY_00843,yellow,4.45,2.7,0.517,35.2,0.0,False,56.77,mature,1.648,1.47,1
TALISAY_00963,yellow,4.34,3.32,0.355,24.6,0.0,False,57.18,mature,1.307,1.44,1
TALISAY_01864,brown,6.72,5.38,0.876,57.9,20.9,True,57.36,fully_ripe,1.249,1.51,2
TALISAY_00865,yellow,5.99,3.89,0.642,40.8,17.9,True,58.59,mature,1.54,1.57,1
TALISAY_00921,yellow,4.94,3.68,0.516,34.5,9.0,True,58.4,mature,1.342,1.5,1
TALISAY_00695,yellow,7.0,5.05,0.9,60.0,3.7,False,59.63,mature,1.386,1.5,1
TALISAY_00215,green,5.51,3.78,0.592,43.9,24.7,True,46.83,immature,1.458,1.35,0
TALISAY_01780,brown,6.81,5.38,0.9,60.0,0.0,False,56.11,fully_ripe,1.266,1.5,2
TALISAY_01261,yellow,6.17,5.22,0.893,54.4,0.0,False,62.05,mature,1.182,1.64,1
TALISAY_00158,green,6.2,4.88,0.9,58.7,0.0,False,48.25,immature,1.27,1.53,0
TALISAY_01058,yellow,4.57,3.17,0.538,29.4,0.0,False,57.56,mature,1.442,1.83,1
TALISAY_00988,yellow,6.82,4.59,0.867,53.1,0.0,False,62.38,mature,1.486,1.63,1
TALISAY_00841,yellow,4.49,3.47,0.466,31.2,16.7,True,57.24,mature,1.294,1.49,1
TALISAY_00634,yellow,6.46,5.36,0.696,59.5,0.0,False,59.43,mature,1.205,1.17,1
TALISAY_00516,yellow,4.99,3.41,0.53,33.4,0.0,False,59.03,mature,1.463,1.59,1
TALISAY_01428,yellow,5.77,4.76,0.721,48.3,0.0,False,60.31,mature,1.212,1.49,1
TALISAY_01747,brown,6.84,5.5,0.9,60.0,11.7,True,57.32,fully_ripe,1.244,1.5,2
TALISAY_00597,yellow,6.23,4.04,0.661,35.1,0.0,False,59.81,mature,1.542,1.88,1
TALISAY_00195,green,5.12,4.14,0.628,37.5,34.7,True,46.89,immature,1.237,1.67,0
TALISAY_01783,brown,6.22,5.14,0.9,59.6,25.9,True,56.66,fully_ripe,1.21,1.51,2
TALISAY_00869,yellow,6.69,5.28,0.784,60.0,0.0,False,63.05,mature,1.267,1.31,1
TALISAY_00410,green,6.97,5.5,0.793,53.9,0.0,False,49.56,immature,1.267,1.47,0
TALISAY_00096,green,5.06,3.5,0.53,38.0,0.0,False,49.6,immature,1.446,1.39,0
TALISAY_01000,yellow,6.36,5.23,0.787,40.7,0.0,False,59.28,mature,1.216,1.93,1
TALISAY_01505,brown,5.83,5.09,0.655,38.0,0.0,False,55.24,fully_ripe,1.145,1.72,2
TALISAY_00156,green,6.28,4.86,0.711,41.3,34.3,True,48.35,immature,1.292,1.72,0
TALISAY_00419,green,5.99,4.1,0.655,47.3,0.0,False,46.64,immature,1.461,1.38,0
TALISAY_01802,brown,5.91,3.68,0.443,36.8,8.5,True,54.72,fully_ripe,1.606,1.2,2
TALISAY_00477,green,4.84,4.04,0.353,33.2,47.3,True,47.23,immature,1.198,1.06,0
TALISAY_01855,brown,5.94,4.7,0.698,46.4,0.0,False,56.1,fully_ripe,1.264,1.5,2
TALISAY_00668,yellow,5.49,4.24,0.557,48.1,0.0,False,58.01,mature,1.295,1.16,1
TALISAY_01417,yellow,6.59,4.37,0.816,56.2,0.0,False,58.47,mature,1.508,1.45,1
TALISAY_01871,brown,5.63,4.72,0.639,39.8,11.3,True,57.79,fully_ripe,1.193,1.61,2
TALISAY_01299,yellow,6.73,5.15,0.838,55.7,0.0,False,60.23,mature,1.307,1.5,1
TALISAY_00447,green,4.87,4.03,0.638,35.2,32.9,True,48.65,immature,1.208,1.81,0
TALISAY_00553,yellow,5.9,4.05,0.563,46.9,0.0,False,59.32,mature,1.457,1.2,1
TALISAY_00178,green,5.01,3.57,0.326,28.5,8.9,True,46.39,immature,1.403,1.14,0
TALISAY_00390,green,4.64,2.91,0.376,33.4,41.4,True,45.85,immature,1.595,1.13,0
TALISAY_00578,yellow,6.58,4.92,0.9,60.0,0.0,False,60.91,mature,1.337,1.5,1
TALISAY_01477,yellow,6.79,5.36,0.853,54.7,10.8,True,60.04,mature,1.267,1.56,1
TALISAY_01706,brown,5.6,4.1,0.622,41.5,0.0,False,56.86,fully_ripe,1.366,1.5,2
TALISAY_01287,yellow,6.57,5.4,0.699,54.0,23.2,True,59.7,mature,1.217,1.29,1
TALISAY_01644,brown,6.62,4.84,0.661,54.6,0.0,False,55.79,fully_ripe,1.368,1.21,2
TALISAY_01023,yellow,5.65,3.77,0.726,30.5,0.0,False,60.21,mature,1.499,2.38,1
TALISAY_00820,yellow,6.02,5.15,0.809,52.8,0.0,False,60.29,mature,1.169,1.53,1
TALISAY_01824,brown,6.17,4.51,0.735,48.2,19.3,True,57.77,fully_ripe,1.368,1.52,2
TALISAY_00984,yellow,5.71,4.52,0.509,50.1,0.0,False,57.84,mature,1.263,1.02,1
TALISAY_01338,yellow,6.37,4.09,0.799,54.1,0.0,False,57.78,mature,1.557,1.48,1
TALISAY_00664,yellow,6.46,4.79,0.699,47.1,24.7,True,61.11,mature,1.349,1.48,1
TALISAY_00142,green,4.44,3.06,0.435,36.2,30.0,True,45.32,immature,1.451,1.2,0
TALISAY_01516,brown,5.75,3.51,0.394,48.1,0.0,False,54.65,fully_ripe,1.638,0.82,2
TALISAY_01429,yellow,4.97,2.84,0.391,22.6,14.5,True,59.3,mature,1.75,1.73,1
TALISAY_00864,yellow,5.7,4.27,0.786,41.1,0.0,False,59.58,mature,1.335,1.91,1
TALISAY_00421,green,4.42,3.22,0.344,23.2,0.0,False,45.99,immature,1.373,1.48,0
TALISAY_00636,yellow,5.19,3.37,0.529,35.2,16.9,True,57.92,mature,1.54,1.5,1
TALISAY_01406,yellow,4.75,3.28,0.536,36.2,0.0,False,58.83,mature,1.448,1.48,1
TALISAY_00799,yellow,4.77,3.26,0.337,42.3,13.6,True,56.51,mature,1.463,0.8,1
TALISAY_01403,yellow,7.0,5.19,0.755,58.2,9.5,True,60.07,mature,1.349,1.3,1
TALISAY_00615,yellow,6.0,4.56,0.841,37.6,13.6,True,59.85,mature,1.316,2.24,1
TALISAY_00294,green,6.68,4.38,0.877,48.3,45.1,True,47.29,immature,1.525,1.82,0
TALISAY_00923,yellow,6.45,4.3,0.605,50.0,0.0,False,57.73,mature,1.5,1.21,1
TALISAY_01268,yellow,4.77,3.22,0.388,35.5,0.0,False,56.55,mature,1.481,1.09,1
TALISAY_01902,brown,5.89,4.26,0.604,46.2,13.1,True,56.73,fully_ripe,1.383,1.31,2
TALISAY_00088,green,5.01,2.98,0.439,19.8,0.0,False,45.0,immature,1.681,2.22,0
TALISAY_00041,green,5.43,3.93,0.441,29.3,0.0,False,45.0,immature,1.382,1.51,0
TALISAY_01801,brown,6.48,4.89,0.754,58.0,8.1,True,56.18,fully_ripe,1.325,1.3,2
TALISAY_01933,brown,6.59,5.22,0.867,59.5,0.0,False,57.53,fully_ripe,1.262,1.46,2
TALISAY_00131,green,5.61,3.95,0.485,45.4,17.3,True,45.33,immature,1.42,1.07,0
TALISAY_01001,yellow,6.35,4.29,0.576,45.3,0.0,False,57.32,mature,1.48,1.27,1
TALISAY_01157,yellow,5.7,5.04,0.697,48.4,16.5,True,59.42,mature,1.131,1.44,1
TALISAY_01094,yellow,4.75,3.55,0.329,37.8,23.5,True,57.72,mature,1.338,0.87,1
TALISAY_01854,brown,5.3,4.57,0.637,38.0,0.0,False,58.15,fully_ripe,1.16,1.68,2
TALISAY_01344,yellow,6.47,4.9,0.802,56.4,0.0,False,59.1,mature,1.32,1.42,1
TALISAY_01498,yellow,5.5,3.42,0.57,41.4,0.0,False,58.27,mature,1.608,1.38,1
TALISAY_00164,green,4.88,3.29,0.498,42.9,32.5,True,45.51,immature,1.483,1.16,0
TALISAY_00724,yellow,5.12,2.89,0.444,33.9,0.0,False,60.11,mature,1.772,1.31,1
TALISAY_00290,green,6.56,5.5,0.889,57.2,0.0,False,48.44,immature,1.193,1.55,0
TALISAY_01208,yellow,6.54,4.32,0.756,56.5,0.0,False,59.87,mature,1.514,1.34,1
TALISAY_01588,brown,5.74,4.33,0.758,49.4,24.2,True,54.72,fully_ripe,1.326,1.53,2
TALISAY_01896,brown,6.59,5.11,0.666,55.3,0.0,False,56.33,fully_ripe,1.29,1.2,2
TALISAY_01641,brown,5.16,3.62,0.387,40.3,0.0,False,54.69,fully_ripe,1.425,0.96,2
TALISAY_01361,yellow,5.73,4.21,0.626,45.3,0.0,False,59.92,mature,1.361,1.38,1
TALISAY_00778,yellow,6.09,4.88,0.687,57.5,7.3,True,59.8,mature,1.248,1.19,1
TALISAY_00839,yellow,5.0,3.49,0.561,34.0,0.0,False,60.65,mature,1.433,1.65,1
TALISAY_00348,green,4.66,3.81,0.298,35.5,12.2,True,47.33,immature,1.223,0.84,0
TALISAY_01944,brown,6.24,4.72,0.662,44.0,0.0,False,56.02,fully_ripe,1.322,1.5,2
TALISAY_00571,yellow,4.6,3.05,0.38,25.7,0.0,False,58.21,mature,1.508,1.48,1
TALISAY_00917,yellow,5.89,4.56,0.678,35.3,0.0,False,59.25,mature,1.292,1.92,1
TALISAY_00976,yellow,4.26,3.02,0.339,37.1,0.0,False,57.56,mature,1.411,0.91,1
TALISAY_01913,brown,7.0,5.31,0.727,54.5,0.0,False,57.14,fully_ripe,1.318,1.33,2
TALISAY_01468,yellow,5.46,3.63,0.666,48.8,0.0,False,59.56,mature,1.504,1.36,1
TALISAY_01591,brown,4.79,3.84,0.417,38.1,0.0,False,54.96,fully_ripe,1.247,1.09,2
TALISAY_01317,yellow,5.3,3.59,0.321,37.6,0.0,False,57.29,mature,1.476,0.85,1
TALISAY_01844,brown,5.72,3.86,0.327,41.5,0.0,False,54.65,fully_ripe,1.482,0.79,2
TALISAY_00136,green,5.23,3.8,0.5,35.2,32.0,True,48.54,immature,1.376,1.42,0
TALISAY_00458,green,4.95,3.61,0.398,28.8,0.0,False,46.0,immature,1.371,1.38,0
TALISAY_00375,green,6.98,5.09,0.896,53.7,50.0,True,48.87,immature,1.371,1.67,0
TALISAY_01342,yellow,6.58,4.55,0.662,53.1,0.0,False,59.12,mature,1.446,1.25,1
TALISAY_00333,green,6.45,5.46,0.828,58.3,0.0,False,47.01,immature,1.181,1.42,0
TALISAY_01159,yellow,5.07,3.69,0.481,36.2,16.5,True,58.98,mature,1.374,1.33,1
TALISAY_01760,brown,5.66,3.71,0.51,52.8,0.0,False,53.03,fully_ripe,1.526,0.97,2
TALISAY_01457,yellow,5.54,4.72,0.483,41.8,3.3,False,56.5,mature,1.174,1.16,1
TALISAY_00816,yellow,4.83,2.98,0.543,32.0,0.0,False,58.04,mature,1.621,1.7,1
TALISAY_01114,yellow,6.64,5.5,0.892,54.2,0.0,False,60.98,mature,1.207,1.65,1
TALISAY_01005,yellow,6.14,5.1,0.529,42.0,0.0,False,60.19,mature,1.204,1.26,1
TALISAY_01856,brown,4.53,3.78,0.27,31.9,0.0,False,54.65,fully_ripe,1.198,0.85,2
TALISAY_01954,brown,4.89,3.98,0.492,34.1,0.0,False,55.35,fully_ripe,1.229,1.44,2
TALISAY_01850,brown,6.89,5.5,0.799,60.0,0.0,False,56.77,fully_ripe,1.253,1.33,2
TALISAY_00910,yellow,4.58,3.07,0.36,29.8,0.0,False,55.92,mature,1.492,1.21,1
TALISAY_01929,brown,4.9,2.76,0.362,31.5,0.0,False,52.72,fully_ripe,1.775,1.15,2
TALISAY_01125,yellow,5.07,3.63,0.489,31.4,14.8,True,58.19,mature,1.397,1.56,1
TALISAY_00328,green,5.61,4.31,0.56,41.4,0.0,False,48.85,immature,1.302,1.35,0
TALISAY_01247,yellow,6.41,5.04,0.738,54.2,0.0,False,59.44,mature,1.272,1.36,1
TALISAY_00318,green,6.22,4.94,0.682,47.7,5.1,True,48.79,immature,1.259,1.43,0
TALISAY_01689,brown,5.54,3.66,0.431,41.1,0.0,False,53.31,fully_ripe,1.514,1.05,2
TALISAY_01358,yellow,6.33,4.91,0.656,60.0,0.0,False,58.84,mature,1.289,1.09,1
TALISAY_01732,brown,6.85,4.79,0.88,60.0,0.0,False,57.04,fully_ripe,1.43,1.47,2
TALISAY_00167,green,6.12,4.64,0.738,48.7,14.5,True,48.07,immature,1.319,1.52,0
TALISAY_00012,green,5.66,4.26,0.611,38.9,0.0,False,45.0,immature,1.329,1.57,0
TALISAY_01926,brown,5.85,4.15,0.724,49.7,0.0,False,55.88,fully_ripe,1.41,1.46,2
TALISAY_00171,green,5.26,3.99,0.749,51.7,0.0,False,47.23,immature,1.318,1.45,0
TALISAY_00649,yellow,5.32,3.9,0.54,33.9,0.0,False,58.31,mature,1.364,1.59,1
TALISAY_01061,yellow,5.86,3.86,0.707,44.9,0.0,False,57.91,mature,1.518,1.57,1
TALISAY_00260,green,6.02,4.82,0.654,59.7,0.0,False,49.2,immature,1.249,1.1,0
TALISAY_01366,yellow,5.46,4.44,0.539,43.9,21.6,True,56.98,mature,1.23,1.23,1
TALISAY_01548,brown,6.48,5.09,0.9,56.2,15.6,True,54.74,fully_ripe,1.273,1.6,2
TALISAY_00901,yellow,6.56,4.58,0.688,46.2,0.0,False,60.14,mature,1.432,1.49,1
TALISAY_00672,yellow,5.86,3.9,0.623,43.3,0.0,False,58.07,mature,1.503,1.44,1
TALISAY_00258,green,4.71,2.8,0.466,26.0,0.0,False,47.56,immature,1.682,1.79,0
TALISAY_00844,yellow,6.55,5.5,0.84,56.2,0.0,False,60.8,mature,1.191,1.49,1
TALISAY_00867,yellow,6.61,5.23,0.859,60.0,16.3,True,59.6,mature,1.264,1.43,1
TALISAY_01799,brown,6.19,4.73,0.648,45.9,0.0,False,54.26,fully_ripe,1.309,1.41,2
TALISAY_00138,green,6.2,4.78,0.75,41.4,20.8,True,46.56,immature,1.297,1.81,0
TALISAY_00893,yellow,5.87,4.21,0.593,44.6,0.0,False,60.44,mature,1.394,1.33,1
TALISAY_01837,brown,6.1,4.65,0.654,47.3,0.0,False,53.52,fully_ripe,1.312,1.38,2
TALISAY_00549,yellow,6.69,5.5,0.9,60.0,0.0,False,60.66,mature,1.216,1.5,1
TALISAY_00319,green,6.02,4.78,0.846,47.1,0.0,False,46.67,immature,1.259,1.8,0
TALISAY_01526,brown,5.18,4.2,0.476,38.0,0.0,False,55.64,fully_ripe,1.233,1.25,2
TALISAY_01805,brown,4.85,2.91,0.465,26.0,0.0,False,55.18,fully_ripe,1.667,1.79,2
TALISAY_01177,yellow,6.36,3.96,0.779,47.5,0.0,False,60.79,mature,1.606,1.64,1
TALISAY_00558,yellow,6.36,4.65,0.74,50.3,0.0,False,58.79,mature,1.368,1.47,1
TALISAY_00139,green,5.86,4.79,0.708,44.2,33.6,True,47.22,immature,1.223,1.6,0
TALISAY_01734,brown,5.46,3.79,0.331,23.8,0.0,False,56.12,fully_ripe,1.441,1.39,2
TALISAY_00531,yellow,6.68,4.54,0.84,56.3,9.4,True,59.55,mature,1.471,1.49,1
TALISAY_00224,green,5.75,4.79,0.575,41.0,19.9,True,47.5,immature,1.2,1.4,0
TALISAY_00723,yellow,6.36,5.02,0.767,49.4,12.0,True,59.57,mature,1.267,1.55,1
TALISAY_00786,yellow,5.91,4.49,0.667,53.3,0.0,False,57.51,mature,1.316,1.25,1
TALISAY_01717,brown,4.7,2.94,0.422,34.1,28.3,True,53.44,fully_ripe,1.599,1.24,2
TALISAY_01007,yellow,5.31,4.04,0.596,42.8,0.0,False,60.2,mature,1.314,1.39,1
TALISAY_00409,green,6.91,5.5,0.746,52.6,0.0,False,49.76,immature,1.256,1.42,0
TALISAY_00325,green,6.21,4.43,0.708,41.3,0.0,False,47.3,immature,1.402,1.71,0
TALISAY_01765,brown,6.84,5.5,0.709,47.9,0.0,False,56.38,fully_ripe,1.244,1.48,2
TALISAY_00299,green,6.53,5.5,0.9,58.2,18.6,True,50.93,immature,1.187,1.55,0
TALISAY_01262,yellow,5.48,3.07,0.427,40.1,0.0,False,58.69,mature,1.785,1.06,1
TALISAY_01945,brown,7.0,5.18,0.9,59.5,0.0,False,56.97,fully_ripe,1.351,1.51,2
TALISAY_00025,green,4.98,3.75,0.486,36.8,0.0,False,48.05,immature,1.328,1.32,0
TALISAY_01858,brown,6.34,4.79,0.678,54.0,0.0,False,57.48,fully_ripe,1.324,1.26,2
TALISAY_00714,yellow,6.05,5.07,0.691,47.5,0.0,False,61.23,mature,1.193,1.45,1
TALISAY_01009,yellow,4.2,3.18,0.424,31.1,0.0,False,58.27,mature,1.321,1.36,1
TALISAY_00193,green,5.98,4.76,0.773,46.4,11.8,True,48.41,immature,1.256,1.67,0
TALISAY_00440,green,5.54,4.18,0.639,36.4,45.7,True,48.86,immature,1.325,1.76,0
TALISAY_00573,yellow,7.0,4.92,0.869,52.4,0.0,False,59.31,mature,1.423,1.66,1
TALISAY_00946,yellow,4.79,3.03,0.34,27.9,0.0,False,59.73,mature,1.581,1.22,1
TALISAY_00997,yellow,6.56,5.07,0.9,52.1,0.0,False,59.87,mature,1.294,1.73,1
TALISAY_00503,yellow,5.99,3.84,0.595,35.2,11.2,True,59.02,mature,1.56,1.69,1
TALISAY_00605,yellow,5.13,3.78,0.542,47.7,0.0,False,56.87,mature,1.357,1.14,1
TALISAY_01716,brown,5.52,4.35,0.513,46.7,0.0,False,55.3,fully_ripe,1.269,1.1,2
TALISAY_01163,yellow,6.84,5.29,0.734,54.4,12.9,True,57.42,mature,1.293,1.35,1
TALISAY_01786,brown,6.76,4.98,0.839,58.0,0.0,False,58.89,fully_ripe,1.357,1.45,2
TALISAY_00846,yellow,5.38,4.25,0.522,27.7,0.0,False,56.2,mature,1.266,1.88,1
TALISAY_00003,green,6.07,4.33,0.756,48.9,10.5,True,47.13,immature,1.402,1.55,0
TALISAY_01286,yellow,5.25,3.36,0.472,33.2,0.0,False,58.05,mature,1.562,1.42,1
TALISAY_01222,yellow,5.91,3.72,0.614,58.0,0.0,False,57.34,mature,1.589,1.06,1
TALISAY_00467,green,6.06,4.45,0.64,54.0,0.0,False,47.95,immature,1.362,1.19,0
TALISAY_00321,green,6.05,4.96,0.692,53.4,16.9,True,47.97,immature,1.22,1.3,0
TALISAY_00005,green,4.82,2.91,0.263,34.8,17.6,True,45.19,immature,1.656,0.76,0
TALISAY_00222,green,4.96,3.57,0.418,30.5,8.7,True,45.04,immature,1.389,1.37,0
TALISAY_01374,yellow,6.93,5.5,0.707,53.3,0.0,False,58.61,mature,1.26,1.33,1
TALISAY_00547,yellow,5.62,3.87,0.574,29.4,0.0,False,58.62,mature,1.452,1.95,1
TALISAY_00228,green,6.73,4.94,0.689,54.2,0.0,False,46.84,immature,1.362,1.27,0
TALISAY_00039,green,6.52,4.33,0.693,47.0,19.4,True,46.88,immature,1.506,1.47,0
TALISAY_00542,yellow,7.0,4.83,0.806,55.7,0.0,False,59.07,mature,1.449,1.45,1
TALISAY_00242,green,6.6,4.65,0.8,49.7,36.7,True,46.91,immature,1.419,1.61,0
TALISAY_00898,yellow,5.05,3.78,0.502,41.6,0.0,False,58.17,mature,1.336,1.21,1
TALISAY_01133,yellow,4.74,2.92,0.397,38.6,0.0,False,57.99,mature,1.623,1.03,1
TALISAY_01448,yellow,5.93,4.33,0.567,47.5,0.0,False,58.95,mature,1.37,1.19,1
TALISAY_01868,brown,5.63,3.78,0.536,39.8,0.0,False,54.03,fully_ripe,1.489,1.35,2
TALISAY_00842,yellow,4.84,2.92,0.484,26.5,0.0,False,59.37,mature,1.658,1.83,1
TALISAY_01418,yellow,4.65,3.3,0.427,37.5,19.0,True,57.61,mature,1.409,1.14,1
TALISAY_01653,brown,5.6,3.43,0.555,36.0,0.0,False,53.6,fully_ripe,1.633,1.54,2
TALISAY_01969,brown,4.48,2.98,0.404,33.2,0.0,False,56.91,fully_ripe,1.503,1.22,2
TALISAY_00661,yellow,5.51,4.06,0.486,47.0,5.8,True,58.1,mature,1.357,1.03,1
TALISAY_01210,yellow,6.34,3.74,0.669,38.7,22.9,True,58.45,mature,1.695,1.73,1
TALISAY_00314,green,6.57,3.93,0.795,47.3,20.9,True,47.97,immature,1.672,1.68,0
TALISAY_00691,yellow,4.91,3.18,0.423,24.8,0.0,False,57.8,mature,1.544,1.71,1
TALISAY_01503,brown,5.9,4.05,0.653,39.8,0.0,False,54.27,fully_ripe,1.457,1.64,2
TALISAY_00424,green,6.33,4.29,0.834,53.6,47.0,True,48.92,immature,1.476,1.56,0
TALISAY_00594,yellow,4.45,3.24,0.354,25.0,0.0,False,56.85,mature,1.373,1.42,1
TALISAY_01963,brown,5.69,3.97,0.453,40.6,0.0,False,55.29,fully_ripe,1.433,1.12,2
TALISAY_00622,yellow,5.48,3.83,0.592,41.5,0.0,False,59.48,mature,1.431,1.43,1
TALISAY_01170,yellow,5.69,3.6,0.527,41.1,0.0,False,58.73,mature,1.581,1.28,1
TALISAY_01043,yellow,4.93,3.72,0.58,35.8,0.0,False,58.75,mature,1.325,1.62,1
TALISAY_00227,green,5.63,4.02,0.438,44.6,33.6,True,45.73,immature,1.4,0.98,0
TALISAY_01117,yellow,5.38,4.05,0.449,46.4,0.0,False,56.21,mature,1.328,0.97,1
TALISAY_01331,yellow,4.52,3.34,0.498,40.2,0.0,False,60.68,mature,1.353,1.24,1
TALISAY_01315,yellow,4.99,3.47,0.379,35.9,0.0,False,59.63,mature,1.438,1.06,1
TALISAY_00066,green,5.95,3.87,0.593,41.5,28.9,True,47.2,immature,1.537,1.43,0
TALISAY_00024,green,5.6,4.3,0.561,47.4,27.2,True,48.2,immature,1.302,1.18,0
TALISAY_00144,green,5.51,3.64,0.559,40.5,20.6,True,45.0,immature,1.514,1.38,0
TALISAY_00536,yellow,6.18,4.21,0.684,45.5,0.0,False,58.82,mature,1.468,1.5,1
TALISAY_00811,yellow,5.05,4.0,0.472,42.3,12.9,True,57.57,mature,1.262,1.12,1
TALISAY_01466,yellow,6.07,4.51,0.47,43.2,0.0,False,58.66,mature,1.346,1.09,1
TALISAY_00085,green,6.13,4.25,0.81,42.1,0.0,False,48.39,immature,1.442,1.92,0
TALISAY_01660,brown,6.45,4.86,0.788,52.9,0.0,False,57.25,fully_ripe,1.327,1.49,2
TALISAY_01645,brown,6.14,4.04,0.578,45.5,15.3,True,54.79,fully_ripe,1.52,1.27,2
TALISAY_01804,brown,6.95,5.5,0.846,56.1,0.0,False,54.87,fully_ripe,1.264,1.51,2
TALISAY_01817,brown,6.66,5.2,0.809,56.1,11.3,True,56.39,fully_ripe,1.281,1.44,2
TALISAY_01576,brown,6.19,4.34,0.467,49.8,0.0,False,54.0,fully_ripe,1.426,0.94,2
TALISAY_01144,yellow,5.14,3.24,0.602,46.6,0.0,False,58.31,mature,1.586,1.29,1
TALISAY_00362,green,5.65,4.02,0.573,38.2,21.9,True,46.87,immature,1.405,1.5,0
TALISAY_01611,brown,6.39,5.18,0.881,53.1,0.0,False,57.35,fully_ripe,1.234,1.66,2
TALISAY_01865,brown,6.17,4.61,0.717,51.6,0.0,False,53.73,fully_ripe,1.338,1.39,2
